Temperature(K),Resistance(Ohms)
268.67971953962166,4.088758121858526
267.568461436698,4.081402507784725
267.568461436698,4.083363981856075
267.29726196586864,4.079686174819172
266.7416329144068,4.079686174819172
266.0867839661331,4.074292003432633
266.0867839661331,4.07625350888807
265.7229788067205,4.072575733235258
265.7229788067205,4.074292003432633
265.25995544384193,4.070859400269705
265.25995544384193,4.072575733235258
264.4198968117476,4.0674267343386035
264.4198968117476,4.0691430673041555
264.056091652335,4.065710464141229
263.96348765709763,4.0674267343386035
262.02539933853694,4.0568836895917615
262.02539933853694,4.058599959789136
262.02539933853694,4.0568836895917615
262.02539933853694,4.058599959789136
261.66159587247006,4.054922184136324
261.5689901838868,4.0568836895917615
259.53829787008874,4.046095409586858
259.53829787008874,4.047811679784233
259.1546500859902,4.044133904131421
259.06204439740713,4.046095409586858
258.69824093134025,4.044133904131421
258.1426118798784,4.0407012382003185
258.1426118798784,4.042417571165868
257.401773144596,4.037268635037391
256.4823389337214,4.035552302071839
256.1119195660802,4.032119636140736
256.1119195660802,4.0335907966164015
255.09326545839406,4.030158130685299
254.72946199232717,4.0267255275223715
254.63685630374394,4.028441860487924
254.2664369361027,4.025009194556822
254.2664369361027,4.0267255275223715
254.08784146051073,4.0267255275223715
253.81002778145256,4.02329286159127
253.34038851699967,4.021576591393894
253.34038851699967,4.02329286159127
253.34038851699967,4.021576591393894
252.87736515412098,4.019615085938458
252.78475946553783,4.021576591393894
252.42095430612522,4.017653580483021
252.42095430612522,4.019615085938458
252.32835031088777,4.019615085938458
252.32835031088777,4.017653580483021
252.32835031088777,4.019615085938458
252.32835031088777,4.017653580483021
252.23574462230462,4.017653580483021
252.23574462230462,4.019615085938458
251.85871104643476,4.015937247517468
251.39568768355608,4.0142209145519185
251.39568768355608,4.015937247517468
248.53816684746667,4.003677807036899
248.53816684746667,4.005394140002452
248.45217536711215,4.005394140002452
248.06852758301372,4.0019615368395245
247.97592189443057,4.003677807036899
247.05648937690177,3.9982836984185344
246.97049789654724,4.000000031384087
245.48882042598237,3.9931347622900577
245.48882042598237,3.9948510324874325
245.48882042598237,3.9931347622900577
244.84720158751165,3.9931347622900577
244.3775623230587,3.9914184293245047
244.3775623230587,3.9894569238690676
244.3775623230587,3.9914184293245047
244.01375885699173,3.987985763393403
244.01375885699173,3.9894569238690676
243.91453896018,3.9894569238690676
243.4581298055299,3.9857790854480815
243.4581298055299,3.987985763393403
243.4581298055299,3.9857790854480815
242.80328085725634,3.9840627524825285
242.80328085725634,3.9857790854480815
241.7912426511444,3.9823464822851538
241.7912426511444,3.980630149319601
241.7912426511444,3.9823464822851538
240.7725885434582,3.978668643864164
240.7725885434582,3.977197483388499
240.7725885434582,3.978668643864164
239.4893508665168,3.9752359779330617
239.01309739383524,3.9718033747701345
239.01309739383524,3.973519707735687
238.464082550602,3.970087041804585
238.464082550602,3.9718033747701345
237.4454284429158,3.9666544386416573
236.89641529302824,3.96469293318622
236.89641529302824,3.9666544386416573
236.24818055298326,3.96469293318622
233.93306035189846,3.9575824288341286
233.2914398200821,3.956111331126638
231.6245526656966,3.9504719872502148
229.96428141288536,3.9436067181561847
229.322660881069,3.941645212700748
229.322660881069,3.9436067181561847
225.81029279005165,3.9311021051857282
225.81029279005165,3.932818438151281
225.7176871014685,3.932818438151281
225.0694540547692,3.9311021051857282
224.5072091017331,3.9276695020228005
