Temperature(K),Resistance(Ohms)
7.210472026216564, 7.5581445263871885
11.696135975682097, 7.593301681877115
16.18179992514763, 7.6401778891970125
20.667463874613162, 7.710492200176866
25.153127824078695, 7.79252556298669
29.638791773544227, 7.8823716270164965
34.12445572300976, 7.980030392266286
38.61011967247532, 8.069876456296093
43.095783621940825, 8.17925427337586
47.581447571406386, 8.300351142285606
52.06711152087189, 8.440979764245306
56.55277547033745, 8.589421087424988
61.038439419802955, 8.714424306944721
65.52410336926852, 8.808176721584523
70.00976731873402, 8.898022785614337
74.49543126819958, 8.980056148424161
78.98109521766509, 9.05818316062399
83.46675916713065, 9.136310172823826
87.95242311659615, 9.210530834413667
92.43808706606171, 9.28084514539352
96.92375101552722, 9.351159456373367
101.40941496499278, 9.42147376735322
105.89507891445828, 9.491788078333066
110.38074286392384, 9.56210238931292
114.8664068133894, 9.620697648462794
119.35207076285491, 9.687105608832653
123.83773471232047, 9.749607218592523
128.32339866178597, 9.819921529572369
132.80906261125153, 9.878516788722244
137.29472656071704, 9.941018398482115
141.7803905101826, 10.007426358851973
146.2660544596481, 10.069927968611843
150.75171840911366, 10.136335928981694
155.23738235857917, 10.206650239961547
159.72304630804473, 10.276964550941393
164.20871025751023, 10.343372511311252
168.6943742069758, 10.4175931729011
173.1800381564413, 10.48400113327095
177.66570210590686, 10.558221794860799
182.15136605537236, 10.628536105840645
186.63703000483792, 10.698850416820498
191.12269395430343, 10.769164727800351
195.608357903769, 10.839479038780198
200.0940218532345, 10.90979334976005
204.57968580270006, 10.980107660739897
209.06534975216562, 11.05042197171975
213.55101370163112, 11.124642633309591
218.03667765109668, 11.202769645509427
222.52234160056219, 11.273083956489273
227.00800555002775, 11.35121096868911
231.49366949949325, 11.42543163027895
235.9793334489588, 11.507464993088774
240.46499739842432, 11.589498355898598
244.95066134788988, 11.679344419928405
249.43632529735538, 11.76919048395822
253.92198924682094, 11.866849249208009
258.40765319628645, 11.972320715677782
262.893317145752, 12.085604883367544
267.3789810952175, 12.202795401667295
271.8646450446831, 12.335611322407011
276.3503089941486, 12.468427243146728
280.83597294361414, 12.61686856632641
285.32163689307964, 12.788747993166048
289.4334955134231, 13.007503627325583
